Date,State,Zone,Region,Purpose,Count
2002-08-01,A,AA,AAA,Hol,356.2392323
2002-09-01,A,AA,AAA,Hol,401.9830909
2002-10-01,A,AA,AAA,Hol,653.0702227
2002-11-01,A,AA,AAA,Hol,411.8489238
2002-12-01,A,AA,AAA,Hol,445.7893952
2003-01-01,A,AA,AAA,Hol,794.318027
2003-02-01,A,AA,AAA,Hol,318.4361022
2003-03-01,A,AA,AAA,Hol,428.1911045
2003-04-01,A,AA,AAA,Hol,295.266088
2003-05-01,A,AA,AAA,Hol,364.6970383
2003-06-01,A,AA,AAA,Hol,446.5920104
2003-07-01,A,AA,AAA,Hol,420.3823714
2003-08-01,A,AA,AAA,Hol,346.9932004
2003-09-01,A,AA,AAA,Hol,279.2356064
2003-10-01,A,AA,AAA,Hol,612.8495539
2003-11-01,A,AA,AAA,Hol,449.396209
2003-12-01,A,AA,AAA,Hol,359.2138234
2004-01-01,A,AA,AAA,Hol,967.7544835
2004-02-01,A,AA,AAA,Hol,309.6226813
2004-03-01,A,AA,AAA,Hol,461.9711902
2004-04-01,A,AA,AAA,Hol,575.4365704
2004-05-01,A,AA,AAA,Hol,428.3207667
2004-06-01,A,AA,AAA,Hol,313.29745
2004-07-01,A,AA,AAA,Hol,594.7654733
2004-08-01,A,AA,AAA,Hol,349.033646
2004-09-01,A,AA,AAA,Hol,493.3791315
2004-10-01,A,AA,AAA,Hol,702.5614234
2004-11-01,A,AA,AAA,Hol,315.5684336
2004-12-01,A,AA,AAA,Hol,282.6793822
2005-01-01,A,AA,AAA,Hol,983.7844689
2005-02-01,A,AA,AAA,Hol,522.7466706
2005-03-01,A,AA,AAA,Hol,402.7783252
2005-04-01,A,AA,AAA,Hol,377.1326009
2005-05-01,A,AA,AAA,Hol,356.4332533
2005-06-01,A,AA,AAA,Hol,309.5763906
2005-07-01,A,AA,AAA,Hol,383.486796
2005-08-01,A,AA,AAA,Hol,296.3783679
2005-09-01,A,AA,AAA,Hol,375.9581948
2005-10-01,A,AA,AAA,Hol,453.4595443
2005-11-01,A,AA,AAA,Hol,420.1260579
2005-12-01,A,AA,AAA,Hol,297.2867808
2006-01-01,A,AA,AAA,Hol,1109.198716
2006-02-01,A,AA,AAA,Hol,436.213645
2006-03-01,A,AA,AAA,Hol,349.665635
2006-04-01,A,AA,AAA,Hol,594.442909
2006-05-01,A,AA,AAA,Hol,359.582681
2006-06-01,A,AA,AAA,Hol,508.961222
2006-07-01,A,AA,AAA,Hol,330.661181
2006-08-01,A,AA,AAA,Hol,472.00264
2006-09-01,A,AA,AAA,Hol,460.619082
2006-10-01,A,AA,AAA,Hol,537.451282
2006-11-01,A,AA,AAA,Hol,515.761087
2006-12-01,A,AA,AAA,Hol,465.860338
2007-01-01,A,AA,AAA,Hol,1312.626056
2007-02-01,A,AA,AAA,Hol,454.2913835
2007-03-01,A,AA,AAA,Hol,339.9117638
2007-04-01,A,AA,AAA,Hol,536.7155287
2007-05-01,A,AA,AAA,Hol,275.2366046
2007-06-01,A,AA,AAA,Hol,505.4227153
2007-07-01,A,AA,AAA,Hol,690.756111
2007-08-01,A,AA,AAA,Hol,435.5890059
2007-09-01,A,AA,AAA,Hol,335.1899146
2007-10-01,A,AA,AAA,Hol,607.690222
2007-11-01,A,AA,AAA,Hol,265.5277696
2007-12-01,A,AA,AAA,Hol,329.6353214
2008-01-01,A,AA,AAA,Hol,1372.439224
2008-02-01,A,AA,AAA,Hol,366.155374
2008-03-01,A,AA,AAA,Hol,427.7209294
2008-04-01,A,AA,AAA,Hol,669.3772728
2008-05-01,A,AA,AAA,Hol,359.6745977
2008-06-01,A,AA,AAA,Hol,469.4797233
2008-07-01,A,AA,AAA,Hol,731.4609236
2008-08-01,A,AA,AAA,Hol,527.6694598
2008-09-01,A,AA,AAA,Hol,495.3754251
2008-10-01,A,AA,AAA,Hol,414.5905726
2008-11-01,A,AA,AAA,Hol,482.1245234
2008-12-01,A,AA,AAA,Hol,433.800122
2009-01-01,A,AA,AAA,Hol,1194.398732
2009-02-01,A,AA,AAA,Hol,338.9645652
2009-03-01,A,AA,AAA,Hol,305.1470027
2009-04-01,A,AA,AAA,Hol,524.8319201
2009-05-01,A,AA,AAA,Hol,507.400617
2009-06-01,A,AA,AAA,Hol,257.1122195
2009-07-01,A,AA,AAA,Hol,395.6034
2009-08-01,A,AA,AAA,Hol,383.1148648
2009-09-01,A,AA,AAA,Hol,365.7506512
2009-10-01,A,AA,AAA,Hol,573.8822286
2009-11-01,A,AA,AAA,Hol,462.4421357
2009-12-01,A,AA,AAA,Hol,381.289743
2010-01-01,A,AA,AAA,Hol,1208.252985
2010-02-01,A,AA,AAA,Hol,600.559109
2010-03-01,A,AA,AAA,Hol,414.1746253
2010-04-01,A,AA,AAA,Hol,530.601307
2010-05-01,A,AA,AAA,Hol,247.1515905
2010-06-01,A,AA,AAA,Hol,560.5347485
2010-07-01,A,AA,AAA,Hol,428.7178667
2010-08-01,A,AA,AAA,Hol,424.1466039
2010-09-01,A,AA,AAA,Hol,435.6828085
2010-10-01,A,AA,AAA,Hol,572.9401322
2010-11-01,A,AA,AAA,Hol,518.8597789
2010-12-01,A,AA,AAA,Hol,484.1769496
2011-01-01,A,AA,AAA,Hol,1214.320156
2011-02-01,A,AA,AAA,Hol,379.0860827
2011-03-01,A,AA,AAA,Hol,341.7711408
2011-04-01,A,AA,AAA,Hol,804.3189781
2011-05-01,A,AA,AAA,Hol,392.5310641
2011-06-01,A,AA,AAA,Hol,380.8342184
2011-07-01,A,AA,AAA,Hol,549.3333599
2011-08-01,A,AA,AAA,Hol,346.2326786
2011-09-01,A,AA,AAA,Hol,246.1150372
2011-10-01,A,AA,AAA,Hol,434.8558231
2011-11-01,A,AA,AAA,Hol,387.0550001
2011-12-01,A,AA,AAA,Hol,380.7181521
2012-01-01,A,AA,AAA,Hol,1121.231999
2012-02-01,A,AA,AAA,Hol,413.4289147
2012-03-01,A,AA,AAA,Hol,390.155702
2012-04-01,A,AA,AAA,Hol,444.4122114
2012-05-01,A,AA,AAA,Hol,337.672338
2012-06-01,A,AA,AAA,Hol,415.8098346
2012-07-01,A,AA,AAA,Hol,397.6051861
2012-08-01,A,AA,AAA,Hol,406.4534907
2012-09-01,A,AA,AAA,Hol,578.4100774
2012-10-01,A,AA,AAA,Hol,447.306145
2012-11-01,A,AA,AAA,Hol,385.0679726
2012-12-01,A,AA,AAA,Hol,297.5763983
2013-01-01,A,AA,AAA,Hol,1309.64279
2013-02-01,A,AA,AAA,Hol,303.9589482
2013-03-01,A,AA,AAA,Hol,415.9959241
2013-04-01,A,AA,AAA,Hol,517.3055696
2013-05-01,A,AA,AAA,Hol,482.2917176
2013-06-01,A,AA,AAA,Hol,416.6691755
2013-07-01,A,AA,AAA,Hol,561.7835984
2013-08-01,A,AA,AAA,Hol,343.7426655
2013-09-01,A,AA,AAA,Hol,458.3708482
2013-10-01,A,AA,AAA,Hol,621.5111428
2013-11-01,A,AA,AAA,Hol,405.718434
2013-12-01,A,AA,AAA,Hol,496.8503262
2014-01-01,A,AA,AAA,Hol,1139.964819
2014-02-01,A,AA,AAA,Hol,401.3639446
2014-03-01,A,AA,AAA,Hol,483.7733145
2014-04-01,A,AA,AAA,Hol,553.7399456
2014-05-01,A,AA,AAA,Hol,440.97737
2014-06-01,A,AA,AAA,Hol,445.9617471
2014-07-01,A,AA,AAA,Hol,498.6959729
2014-08-01,A,AA,AAA,Hol,347.3772733
2014-09-01,A,AA,AAA,Hol,380.4433448
2014-10-01,A,AA,AAA,Hol,454.9619154
2014-11-01,A,AA,AAA,Hol,416.6717101
2014-12-01,A,AA,AAA,Hol,505.8438481
2015-01-01,A,AA,AAA,Hol,1241.771002
2015-02-01,A,AA,AAA,Hol,350.8072952
2015-03-01,A,AA,AAA,Hol,488.0649765
2015-04-01,A,AA,AAA,Hol,548.894199
2015-05-01,A,AA,AAA,Hol,517.8356467
2015-06-01,A,AA,AAA,Hol,558.2698852
2015-07-01,A,AA,AAA,Hol,412.2641573
2015-08-01,A,AA,AAA,Hol,424.1680508
2015-09-01,A,AA,AAA,Hol,485.2176138
2015-10-01,A,AA,AAA,Hol,613.954674
2015-11-01,A,AA,AAA,Hol,572.8421445
2015-12-01,A,AA,AAA,Hol,299.2605151
2016-01-01,A,AA,AAA,Hol,1040.991606
2016-02-01,A,AA,AAA,Hol,358.0915498
2016-03-01,A,AA,AAA,Hol,407.402452
2016-04-01,A,AA,AAA,Hol,511.7286827
2016-05-01,A,AA,AAA,Hol,482.610279
2016-06-01,A,AA,AAA,Hol,531.179298
2016-07-01,A,AA,AAA,Hol,636.639074
2016-08-01,A,AA,AAA,Hol,383.5262164
2016-09-01,A,AA,AAA,Hol,484.9599985
2016-10-01,A,AA,AAA,Hol,399.8676681
2016-11-01,A,AA,AAA,Hol,347.3370516
2016-12-01,A,AA,AAA,Hol,287.9626827
1998-01-01,A,AA,AAA,Vis,1379.273926
1998-02-01,A,AA,AAA,Vis,645.9808573
1998-03-01,A,AA,AAA,Vis,683.2845917
1998-04-01,A,AA,AAA,Vis,819.8076463
1998-05-01,A,AA,AAA,Vis,693.5317521
1998-06-01,A,AA,AAA,Vis,664.9238774
1998-07-01,A,AA,AAA,Vis,828.357876
1998-08-01,A,AA,AAA,Vis,706.5932942
1998-09-01,A,AA,AAA,Vis,684.9022889
1998-10-01,A,AA,AAA,Vis,1122.5636
1998-11-01,A,AA,AAA,Vis,709.4319467
1998-12-01,A,AA,AAA,Vis,983.9408337
1999-01-01,A,AA,AAA,Vis,1483.188287
1999-02-01,A,AA,AAA,Vis,574.1434201
1999-03-01,A,AA,AAA,Vis,1096.47017
1999-04-01,A,AA,AAA,Vis,1071.537593
1999-05-01,A,AA,AAA,Vis,706.6120114
1999-06-01,A,AA,AAA,Vis,580.5597339
1999-07-01,A,AA,AAA,Vis,636.3139158
1999-08-01,A,AA,AAA,Vis,968.8630014
1999-09-01,A,AA,AAA,Vis,695.9315439
1999-10-01,A,AA,AAA,Vis,821.9943339
1999-11-01,A,AA,AAA,Vis,1087.442586
1999-12-01,A,AA,AAA,Vis,815.6452832
2000-01-01,A,AA,AAA,Vis,1392.96886
2000-02-01,A,AA,AAA,Vis,501.4959941
2000-03-01,A,AA,AAA,Vis,557.374767
2000-04-01,A,AA,AAA,Vis,807.179156
2000-05-01,A,AA,AAA,Vis,728.5124231
2000-06-01,A,AA,AAA,Vis,742.4614433
2000-07-01,A,AA,AAA,Vis,775.3513401
2000-08-01,A,AA,AAA,Vis,551.080834
2000-09-01,A,AA,AAA,Vis,974.1998204
2000-10-01,A,AA,AAA,Vis,782.1437731
2000-11-01,A,AA,AAA,Vis,801.6249531
2000-12-01,A,AA,AAA,Vis,1124.521346
2001-01-01,A,AA,AAA,Vis,1588.128208
2001-02-01,A,AA,AAA,Vis,977.6443829
2001-03-01,A,AA,AAA,Vis,643.8125444
2001-04-01,A,AA,AAA,Vis,1158.565877
2001-05-01,A,AA,AAA,Vis,638.892269
2001-06-01,A,AA,AAA,Vis,695.2408861
2001-07-01,A,AA,AAA,Vis,1294.389916
2001-08-01,A,AA,AAA,Vis,810.2668363
2001-09-01,A,AA,AAA,Vis,689.1729589
2001-10-01,A,AA,AAA,Vis,687.4821652
2001-11-01,A,AA,AAA,Vis,633.1365938
2001-12-01,A,AA,AAA,Vis,912.9286715
2002-01-01,A,AA,AAA,Vis,1424.181919
2002-02-01,A,AA,AAA,Vis,470.8740427
2002-03-01,A,AA,AAA,Vis,759.4867622
2002-04-01,A,AA,AAA,Vis,1023.987193
2002-05-01,A,AA,AAA,Vis,888.0447316
2002-06-01,A,AA,AAA,Vis,568.4753445
2002-07-01,A,AA,AAA,Vis,760.311565
2002-08-01,A,AA,AAA,Vis,729.0384223
2002-09-01,A,AA,AAA,Vis,805.7570793
2002-10-01,A,AA,AAA,Vis,901.3743455
2002-11-01,A,AA,AAA,Vis,862.8640461
2002-12-01,A,AA,AAA,Vis,983.5713122
2003-01-01,A,AA,AAA,Vis,1310.746375
2003-02-01,A,AA,AAA,Vis,748.8393234
2003-03-01,A,AA,AAA,Vis,724.2351226
2003-04-01,A,AA,AAA,Vis,867.4524051
2003-05-01,A,AA,AAA,Vis,807.3368115
2003-06-01,A,AA,AAA,Vis,589.1279932
2003-07-01,A,AA,AAA,Vis,952.124327
2003-08-01,A,AA,AAA,Vis,595.0212269
2003-09-01,A,AA,AAA,Vis,786.9380722
2003-10-01,A,AA,AAA,Vis,596.8374634
2003-11-01,A,AA,AAA,Vis,690.5707834
2003-12-01,A,AA,AAA,Vis,1283.560593
2004-01-01,A,AA,AAA,Vis,1342.829268
2004-02-01,A,AA,AAA,Vis,533.4206598
2004-03-01,A,AA,AAA,Vis,934.0143438
2004-04-01,A,AA,AAA,Vis,1207.431491
2004-05-01,A,AA,AAA,Vis,626.44827
2004-06-01,A,AA,AAA,Vis,848.5548594
2004-07-01,A,AA,AAA,Vis,559.5809449
2004-08-01,A,AA,AAA,Vis,765.3874376
2004-09-01,A,AA,AAA,Vis,697.6027483
2004-10-01,A,AA,AAA,Vis,747.9407893
2004-11-01,A,AA,AAA,Vis,905.3790214
2004-12-01,A,AA,AAA,Vis,1030.073978
2005-01-01,A,AA,AAA,Vis,1159.588283
2005-02-01,A,AA,AAA,Vis,741.1260496
2005-03-01,A,AA,AAA,Vis,508.5688865
2005-04-01,A,AA,AAA,Vis,708.9334944
2005-05-01,A,AA,AAA,Vis,668.2697285
2005-06-01,A,AA,AAA,Vis,618.2333157
2005-07-01,A,AA,AAA,Vis,716.109466
2005-08-01,A,AA,AAA,Vis,727.3820112
2005-09-01,A,AA,AAA,Vis,638.2514147
2005-10-01,A,AA,AAA,Vis,628.3763819
2005-11-01,A,AA,AAA,Vis,635.6237374
2005-12-01,A,AA,AAA,Vis,1033.153501
2006-01-01,A,AA,AAA,Vis,1676.667538
2006-02-01,A,AA,AAA,Vis,653.989207
2006-03-01,A,AA,AAA,Vis,601.533119
2006-04-01,A,AA,AAA,Vis,962.692313
2006-05-01,A,AA,AAA,Vis,781.30821
2006-06-01,A,AA,AAA,Vis,746.775551
2006-07-01,A,AA,AAA,Vis,716.336568
2006-08-01,A,AA,AAA,Vis,456.564786
2006-09-01,A,AA,AAA,Vis,647.262775
2006-10-01,A,AA,AAA,Vis,809.067043
2006-11-01,A,AA,AAA,Vis,547.693877
2006-12-01,A,AA,AAA,Vis,1138.642036
2007-01-01,A,AA,AAA,Vis,1568.962323
2007-02-01,A,AA,AAA,Vis,570.5187574
2007-03-01,A,AA,AAA,Vis,716.3107351
2007-04-01,A,AA,AAA,Vis,834.9533061
2007-05-01,A,AA,AAA,Vis,734.3141453
2007-06-01,A,AA,AAA,Vis,578.1431699
2007-07-01,A,AA,AAA,Vis,598.3233927
2007-08-01,A,AA,AAA,Vis,567.3922925
2007-09-01,A,AA,AAA,Vis,406.2862165
2007-10-01,A,AA,AAA,Vis,1391.106328
2007-11-01,A,AA,AAA,Vis,800.5798574
2007-12-01,A,AA,AAA,Vis,735.3359108
2008-01-01,A,AA,AAA,Vis,1296.414176
2008-02-01,A,AA,AAA,Vis,620.8800956
2008-03-01,A,AA,AAA,Vis,710.4365662
2008-04-01,A,AA,AAA,Vis,672.0907175
2008-05-01,A,AA,AAA,Vis,657.8792908
2008-06-01,A,AA,AAA,Vis,693.6370411
2008-07-01,A,AA,AAA,Vis,621.4020765
2008-08-01,A,AA,AAA,Vis,564.9961192
2008-09-01,A,AA,AAA,Vis,508.5294041
2008-10-01,A,AA,AAA,Vis,562.5763994
2008-11-01,A,AA,AAA,Vis,508.0117927
2008-12-01,A,AA,AAA,Vis,868.6553175
2009-01-01,A,AA,AAA,Vis,1382.053174
2009-02-01,A,AA,AAA,Vis,566.3916443
2009-03-01,A,AA,AAA,Vis,582.4703314
2009-04-01,A,AA,AAA,Vis,775.2014311
2009-05-01,A,AA,AAA,Vis,627.462187
2009-06-01,A,AA,AAA,Vis,756.8816214
2009-07-01,A,AA,AAA,Vis,455.5547951
2009-08-01,A,AA,AAA,Vis,400.5172759
2009-09-01,A,AA,AAA,Vis,661.9646011
2009-10-01,A,AA,AAA,Vis,639.0109217
2009-11-01,A,AA,AAA,Vis,701.6208959
2009-12-01,A,AA,AAA,Vis,718.0415094
2010-01-01,A,AA,AAA,Vis,1446.26923
2010-02-01,A,AA,AAA,Vis,487.9307453
2010-03-01,A,AA,AAA,Vis,487.5214936
2010-04-01,A,AA,AAA,Vis,578.5929288
2010-05-01,A,AA,AAA,Vis,454.3740271
2010-06-01,A,AA,AAA,Vis,538.5786986
2010-07-01,A,AA,AAA,Vis,891.8419252
2010-08-01,A,AA,AAA,Vis,423.0457338
2010-09-01,A,AA,AAA,Vis,612.0758148
2010-10-01,A,AA,AAA,Vis,909.2798556
2010-11-01,A,AA,AAA,Vis,615.4695762
2010-12-01,A,AA,AAA,Vis,1005.114365
2011-01-01,A,AA,AAA,Vis,1147.556389
2011-02-01,A,AA,AAA,Vis,795.2578213
2011-03-01,A,AA,AAA,Vis,754.99965
2011-04-01,A,AA,AAA,Vis,542.3623823
2011-05-01,A,AA,AAA,Vis,722.556968
2011-06-01,A,AA,AAA,Vis,542.3418726
2011-07-01,A,AA,AAA,Vis,876.3802945
2011-08-01,A,AA,AAA,Vis,787.8427336
2011-09-01,A,AA,AAA,Vis,692.9968623
2011-10-01,A,AA,AAA,Vis,644.5146225
2011-11-01,A,AA,AAA,Vis,818.008402
2011-12-01,A,AA,AAA,Vis,832.9341578
2012-01-01,A,AA,AAA,Vis,1609.253129
2012-02-01,A,AA,AAA,Vis,518.6690274
2012-03-01,A,AA,AAA,Vis,1372.745255
2012-04-01,A,AA,AAA,Vis,767.2847425
2012-05-01,A,AA,AAA,Vis,785.1119719
2012-06-01,A,AA,AAA,Vis,653.9102229
2012-07-01,A,AA,AAA,Vis,1071.546668
2012-08-01,A,AA,AAA,Vis,521.4092154
2012-09-01,A,AA,AAA,Vis,593.9266969
2012-10-01,A,AA,AAA,Vis,774.1754148
2012-11-01,A,AA,AAA,Vis,549.9269146
2012-12-01,A,AA,AAA,Vis,855.3685972
2013-01-01,A,AA,AAA,Vis,816.2903921
2013-02-01,A,AA,AAA,Vis,551.5883383
2013-03-01,A,AA,AAA,Vis,776.475486
2013-04-01,A,AA,AAA,Vis,650.2515009
2013-05-01,A,AA,AAA,Vis,643.9362167
2013-06-01,A,AA,AAA,Vis,655.7881626
2013-07-01,A,AA,AAA,Vis,835.3107342
2013-08-01,A,AA,AAA,Vis,545.7039642
2013-09-01,A,AA,AAA,Vis,787.4140346
2013-10-01,A,AA,AAA,Vis,1040.933714
2013-11-01,A,AA,AAA,Vis,708.0944149
2013-12-01,A,AA,AAA,Vis,920.0482881
2014-01-01,A,AA,AAA,Vis,1640.107316
2014-02-01,A,AA,AAA,Vis,556.0888543
2014-03-01,A,AA,AAA,Vis,916.9178587
2014-04-01,A,AA,AAA,Vis,830.9073084
2014-05-01,A,AA,AAA,Vis,703.8494404
2014-06-01,A,AA,AAA,Vis,719.4991644
2014-07-01,A,AA,AAA,Vis,810.7576702
2014-08-01,A,AA,AAA,Vis,690.2899425
2014-09-01,A,AA,AAA,Vis,750.1232179
2014-10-01,A,AA,AAA,Vis,775.154891
2014-11-01,A,AA,AAA,Vis,720.3864687
2014-12-01,A,AA,AAA,Vis,867.8462423
2015-01-01,A,AA,AAA,Vis,1595.847895
2015-02-01,A,AA,AAA,Vis,825.5949998
2015-03-01,A,AA,AAA,Vis,801.3015317
2015-04-01,A,AA,AAA,Vis,1022.955923
2015-05-01,A,AA,AAA,Vis,828.6578618
2015-06-01,A,AA,AAA,Vis,671.19682
2015-07-01,A,AA,AAA,Vis,731.114608
2015-08-01,A,AA,AAA,Vis,692.2519783
2015-09-01,A,AA,AAA,Vis,754.0956734
2015-10-01,A,AA,AAA,Vis,809.802802
2015-11-01,A,AA,AAA,Vis,758.5828877
2015-12-01,A,AA,AAA,Vis,920.2711845
2016-01-01,A,AA,AAA,Vis,1380.935859
2016-02-01,A,AA,AAA,Vis,640.6702275
2016-03-01,A,AA,AAA,Vis,667.6892863
2016-04-01,A,AA,AAA,Vis,744.7566905
2016-05-01,A,AA,AAA,Vis,910.9089797
2016-06-01,A,AA,AAA,Vis,737.2266489
2016-07-01,A,AA,AAA,Vis,754.0806507
2016-08-01,A,AA,AAA,Vis,838.2696105
2016-09-01,A,AA,AAA,Vis,512.1902982
2016-10-01,A,AA,AAA,Vis,907.1972957
2016-11-01,A,AA,AAA,Vis,836.9585042
2016-12-01,A,AA,AAA,Vis,905.4328154
1998-01-01,A,AA,AAA,Bus,230.0995779
1998-02-01,A,AA,AAA,Bus,450.5098936
1998-03-01,A,AA,AAA,Bus,520.4582592
1998-04-01,A,AA,AAA,Bus,755.5068984
1998-05-01,A,AA,AAA,Bus,880.1523137
1998-06-01,A,AA,AAA,Bus,362.4639609
1998-07-01,A,AA,AAA,Bus,674.3345035
1998-08-01,A,AA,AAA,Bus,788.4915852
1998-09-01,A,AA,AAA,Bus,512.5458447
1998-10-01,A,AA,AAA,Bus,470.7639256
1998-11-01,A,AA,AAA,Bus,632.8666076
1998-12-01,A,AA,AAA,Bus,393.7358291
1999-01-01,A,AA,AAA,Bus,324.7551213
1999-02-01,A,AA,AAA,Bus,420.646331
1999-03-01,A,AA,AAA,Bus,450.3185634
1999-04-01,A,AA,AAA,Bus,589.3578883
1999-05-01,A,AA,AAA,Bus,500.4631493
1999-06-01,A,AA,AAA,Bus,542.4130487
1999-07-01,A,AA,AAA,Bus,529.9887976
1999-08-01,A,AA,AAA,Bus,508.125454
1999-09-01,A,AA,AAA,Bus,516.6297345
1999-10-01,A,AA,AAA,Bus,467.6757604
1999-11-01,A,AA,AAA,Bus,423.2574256
1999-12-01,A,AA,AAA,Bus,688.0420608
2000-01-01,A,AA,AAA,Bus,261.8546686
2000-02-01,A,AA,AAA,Bus,470.4860975
2000-03-01,A,AA,AAA,Bus,451.1826119
2000-04-01,A,AA,AAA,Bus,708.5650153
2000-05-01,A,AA,AAA,Bus,509.2605398
2000-06-01,A,AA,AAA,Bus,411.2791088
2000-07-01,A,AA,AAA,Bus,706.8999902
2000-08-01,A,AA,AAA,Bus,579.3574491
2000-09-01,A,AA,AAA,Bus,809.6842616
2000-10-01,A,AA,AAA,Bus,653.9538841
2000-11-01,A,AA,AAA,Bus,827.9830282
2000-12-01,A,AA,AAA,Bus,640.2944584
2001-01-01,A,AA,AAA,Bus,381.6409353
2001-02-01,A,AA,AAA,Bus,586.3558042
2001-03-01,A,AA,AAA,Bus,554.6404866
2001-04-01,A,AA,AAA,Bus,265.3533212
2001-05-01,A,AA,AAA,Bus,656.4862625
2001-06-01,A,AA,AAA,Bus,488.8336441
2001-07-01,A,AA,AAA,Bus,568.9216124
2001-08-01,A,AA,AAA,Bus,676.8089812
2001-09-01,A,AA,AAA,Bus,489.8819008
2001-10-01,A,AA,AAA,Bus,747.7064733
2001-11-01,A,AA,AAA,Bus,778.6051204
2001-12-01,A,AA,AAA,Bus,425.2169867
2002-01-01,A,AA,AAA,Bus,320.5061273
2002-02-01,A,AA,AAA,Bus,286.609185
2002-03-01,A,AA,AAA,Bus,423.818496
2002-04-01,A,AA,AAA,Bus,543.6090976
2002-05-01,A,AA,AAA,Bus,462.6387892
2002-06-01,A,AA,AAA,Bus,562.0709369
2002-07-01,A,AA,AAA,Bus,634.9740522
2002-08-01,A,AA,AAA,Bus,499.9163617
2002-09-01,A,AA,AAA,Bus,724.4672682
2002-10-01,A,AA,AAA,Bus,572.6873204
2002-11-01,A,AA,AAA,Bus,362.5911331
2002-12-01,A,AA,AAA,Bus,406.0851756
2003-01-01,A,AA,AAA,Bus,359.7232696
2003-02-01,A,AA,AAA,Bus,620.0695519
2003-03-01,A,AA,AAA,Bus,619.1726869
2003-04-01,A,AA,AAA,Bus,351.950623
2003-05-01,A,AA,AAA,Bus,508.1534467
2003-06-01,A,AA,AAA,Bus,565.8456294
2003-07-01,A,AA,AAA,Bus,512.4441927
2003-08-01,A,AA,AAA,Bus,509.4361197
2003-09-01,A,AA,AAA,Bus,490.6595107
2003-10-01,A,AA,AAA,Bus,445.8586968
2003-11-01,A,AA,AAA,Bus,405.2005483
2003-12-01,A,AA,AAA,Bus,580.0325407
2004-01-01,A,AA,AAA,Bus,388.3323797
2004-02-01,A,AA,AAA,Bus,606.8608599
2004-03-01,A,AA,AAA,Bus,397.6498937
2004-04-01,A,AA,AAA,Bus,440.8901277
2004-05-01,A,AA,AAA,Bus,486.093499
2004-06-01,A,AA,AAA,Bus,456.4504692
2004-07-01,A,AA,AAA,Bus,605.4832613
2004-08-01,A,AA,AAA,Bus,416.8638883
2004-09-01,A,AA,AAA,Bus,369.8710968
2004-10-01,A,AA,AAA,Bus,509.8433463
2004-11-01,A,AA,AAA,Bus,345.7279818
